isolate.code,genus,species,name,group,temperature,r,ln.r
366,Prochlorococcus,marinus,Prochlorococcus marinus,cyanobacteria,13,0.194,-1.63989712
366,Prochlorococcus,marinus,Prochlorococcus marinus,cyanobacteria,14,0.212,-1.551169004
366,Prochlorococcus,marinus,Prochlorococcus marinus,cyanobacteria,15,0.242,-1.418817553
366,Prochlorococcus,marinus,Prochlorococcus marinus,cyanobacteria,18,0.271,-1.305636458
366,Prochlorococcus,marinus,Prochlorococcus marinus,cyanobacteria,28,0.282,-1.265848208
366,Prochlorococcus,marinus,Prochlorococcus marinus,cyanobacteria,19,0.33,-1.108662625
366,Prochlorococcus,marinus,Prochlorococcus marinus,cyanobacteria,26,0.424,-0.858021824
366,Prochlorococcus,marinus,Prochlorococcus marinus,cyanobacteria,24,0.46,-0.776528789
366,Prochlorococcus,marinus,Prochlorococcus marinus,cyanobacteria,25,0.464,-0.767870727
368,Prochlorococcus,marinus,Prochlorococcus marinus,cyanobacteria,14,0.177,-1.731605546
368,Prochlorococcus,marinus,Prochlorococcus marinus,cyanobacteria,16,0.272,-1.301953213
368,Prochlorococcus,marinus,Prochlorococcus marinus,cyanobacteria,18,0.309,-1.174414002
368,Prochlorococcus,marinus,Prochlorococcus marinus,cyanobacteria,27,0.364,-1.010601411
368,Prochlorococcus,marinus,Prochlorococcus marinus,cyanobacteria,26,0.42,-0.867500568
368,Prochlorococcus,marinus,Prochlorococcus marinus,cyanobacteria,22,0.432,-0.839329691
368,Prochlorococcus,marinus,Prochlorococcus marinus,cyanobacteria,23,0.468,-0.759286983
368,Prochlorococcus,marinus,Prochlorococcus marinus,cyanobacteria,25,0.473,-0.74865989
368,Prochlorococcus,marinus,Prochlorococcus marinus,cyanobacteria,24,0.486,-0.721546655
369,Prochlorococcus,marinus,Prochlorococcus marinus,cyanobacteria,20,0.17,-1.771956842
369,Prochlorococcus,marinus,Prochlorococcus marinus,cyanobacteria,18,0.212,-1.551169004
369,Prochlorococcus,marinus,Prochlorococcus marinus,cyanobacteria,19,0.267,-1.320506621
369,Prochlorococcus,marinus,Prochlorococcus marinus,cyanobacteria,24,0.3,-1.203972804
369,Prochlorococcus,marinus,Prochlorococcus marinus,cyanobacteria,22,0.352,-1.044124103
369,Prochlorococcus,marinus,Prochlorococcus marinus,cyanobacteria,23,0.369,-0.996958635
369,Prochlorococcus,marinus,Prochlorococcus marinus,cyanobacteria,29,0.381,-0.964955904
369,Prochlorococcus,marinus,Prochlorococcus marinus,cyanobacteria,24,0.393,-0.933945667
369,Prochlorococcus,marinus,Prochlorococcus marinus,cyanobacteria,25,0.424,-0.858021824
369,Prochlorococcus,marinus,Prochlorococcus marinus,cyanobacteria,26,0.448,-0.802962047
369,Prochlorococcus,marinus,Prochlorococcus marinus,cyanobacteria,27,0.448,-0.802962047
369,Prochlorococcus,marinus,Prochlorococcus marinus,cyanobacteria,28,0.472,-0.750776293
170,Prorocentrum,gracile,Prorocentrum gracile,dinoflagellates,8,0.089840704,-2.409717132
170,Prorocentrum,gracile,Prorocentrum gracile,dinoflagellates,10,0.107957142,-2.226020964
170,Prorocentrum,gracile,Prorocentrum gracile,dinoflagellates,20,0.360467742,-1.020352808
170,Prorocentrum,gracile,Prorocentrum gracile,dinoflagellates,20,0.430482871,-0.842847745
170,Prorocentrum,gracile,Prorocentrum gracile,dinoflagellates,18,0.56815069,-0.565368596
170,Prorocentrum,gracile,Prorocentrum gracile,dinoflagellates,18,0.5982869,-0.513684874
170,Prorocentrum,gracile,Prorocentrum gracile,dinoflagellates,18,0.63180355,-0.459176772
170,Prorocentrum,gracile,Prorocentrum gracile,dinoflagellates,18,0.642905964,-0.441756811
171,Prorocentrum,micans,Prorocentrum micans,dinoflagellates,10,0.080657903,-2.517538488
171,Prorocentrum,micans,Prorocentrum micans,dinoflagellates,8,0.09803374,-2.322443574
171,Prorocentrum,micans,Prorocentrum micans,dinoflagellates,10,0.099845335,-2.30413294
171,Prorocentrum,micans,Prorocentrum micans,dinoflagellates,10,0.126632651,-2.066464896
171,Prorocentrum,micans,Prorocentrum micans,dinoflagellates,12.5,0.220740667,-1.510766719
171,Prorocentrum,micans,Prorocentrum micans,dinoflagellates,12.5,0.255417112,-1.364857337
171,Prorocentrum,micans,Prorocentrum micans,dinoflagellates,15,0.261594738,-1.340958774
171,Prorocentrum,micans,Prorocentrum micans,dinoflagellates,15,0.300104592,-1.203624225
171,Prorocentrum,micans,Prorocentrum micans,dinoflagellates,20,0.352064331,-1.043941362
171,Prorocentrum,micans,Prorocentrum micans,dinoflagellates,15,0.359770149,-1.022289926
171,Prorocentrum,micans,Prorocentrum micans,dinoflagellates,18,0.381172416,-0.964503471
171,Prorocentrum,micans,Prorocentrum micans,dinoflagellates,20,0.381172416,-0.964503471
171,Prorocentrum,micans,Prorocentrum micans,dinoflagellates,18,0.401457087,-0.912654633
171,Prorocentrum,micans,Prorocentrum micans,dinoflagellates,18,0.463104888,-0.769801711
171,Prorocentrum,micans,Prorocentrum micans,dinoflagellates,20,0.468126869,-0.759015932
171,Prorocentrum,micans,Prorocentrum micans,dinoflagellates,25,0.518198378,-0.657397141
171,Prorocentrum,micans,Prorocentrum micans,dinoflagellates,25,0.542324291,-0.611891134
171,Prorocentrum,micans,Prorocentrum micans,dinoflagellates,25,0.554459661,-0.589761223
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,31,0.088722839,-2.422237937
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,31,0.117835021,-2.13846976
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,13,0.13031167,-2.037826236
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,31,0.144867761,-1.931933946
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,13,0.201012682,-1.604387278
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,13,0.208637301,-1.567157936
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,13,0.237749483,-1.436537752
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,31,0.254385015,-1.368906353
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,31,0.26062334,-1.344679056
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,31,0.275179431,-1.290331918
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,13,0.281417755,-1.267915041
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,29,0.289735521,-1.238786769
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,31,0.289735521,-1.238786769
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,15,0.302212171,-1.196625955
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,13,0.333403794,-1.098400929
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,15,0.382617244,-0.960720152
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,15,0.397173334,-0.923382484
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,15,0.411729425,-0.887388881
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,13,0.432523841,-0.83811783
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,15,0.434603282,-0.833321659
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,29,0.434603282,-0.833321659
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,29,0.457477139,-0.782028365
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,18,0.461636022,-0.77297853
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,26.5,0.461636022,-0.77297853
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,13,0.476192113,-0.741933907
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,29,0.480350996,-0.733238201
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,18,0.484509879,-0.724617458
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,22,0.484509879,-0.724617458
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,24.5,0.490055057,-0.713237533
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,29,0.500452264,-0.692243061
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,15,0.504611147,-0.683967152
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,20,0.525405563,-0.643584814
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,15,0.527485004,-0.639634842
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,26.5,0.539961654,-0.616257153
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,18,0.54827942,-0.600970231
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,20,0.556597186,-0.585913486
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,29,0.564914952,-0.571080087
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,20,0.577391601,-0.549234558
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,15,0.585709368,-0.534931571
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,24.5,0.585709368,-0.534931571
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,20,0.591947692,-0.524337006
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,26.5,0.591947692,-0.524337006
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,18,0.598186017,-0.513853508
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,22,0.598186017,-0.513853508
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,20,0.606503783,-0.500044313
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,22,0.621059874,-0.476327786
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,29,0.62452561,-0.470762941
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,15,0.628684493,-0.464125749
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,26.5,0.630763934,-0.460823601
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,18,0.634922817,-0.454251836
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,20,0.641161142,-0.444474462
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,24.5,0.641161142,-0.444474462
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,26.5,0.659876116,-0.415703165
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,29,0.659876116,-0.415703165
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,18,0.664034999,-0.409420422
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,26.5,0.680670531,-0.384676892
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,18,0.684829414,-0.378585502
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,22,0.684829414,-0.378585502
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,24.5,0.684829414,-0.378585502
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,20,0.699385505,-0.357553179
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,22,0.699385505,-0.357553179
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,26.5,0.709782713,-0.342796394
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,24.5,0.713941596,-0.336954118
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,22,0.716021038,-0.33404573
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,26.5,0.718100479,-0.331145777
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,24.5,0.722259362,-0.325370977
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,22,0.728497687,-0.316770828
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,18,0.730577128,-0.313920471
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,26.5,0.738894894,-0.302599595
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,24.5,0.743053778,-0.296986857
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,24.5,0.75968931,-0.274845732
232,Prorocentrum,minimum,Prorocentrum minimum,dinoflagellates,26.5,0.782563167,-0.245180635
564,Prorocentrum,donghaiense,Prorocentrum donghaiense,dinoflagellates,15,0.214,-1.541779264
564,Prorocentrum,donghaiense,Prorocentrum donghaiense,dinoflagellates,15,0.218,-1.523260216
564,Prorocentrum,donghaiense,Prorocentrum donghaiense,dinoflagellates,20,0.451,-0.796287939
564,Prorocentrum,donghaiense,Prorocentrum donghaiense,dinoflagellates,20,0.452,-0.794073099
564,Prorocentrum,donghaiense,Prorocentrum donghaiense,dinoflagellates,23,0.465,-0.765717873
564,Prorocentrum,donghaiense,Prorocentrum donghaiense,dinoflagellates,23,0.469,-0.757152511
564,Prorocentrum,donghaiense,Prorocentrum donghaiense,dinoflagellates,23,0.472,-0.750776293
564,Prorocentrum,donghaiense,Prorocentrum donghaiense,dinoflagellates,30,0.619,-0.479650006
564,Prorocentrum,donghaiense,Prorocentrum donghaiense,dinoflagellates,30,0.624,-0.471604911
564,Prorocentrum,donghaiense,Prorocentrum donghaiense,dinoflagellates,30,0.625,-0.470003629
564,Prorocentrum,donghaiense,Prorocentrum donghaiense,dinoflagellates,25,0.629,-0.463624022
564,Prorocentrum,donghaiense,Prorocentrum donghaiense,dinoflagellates,25,0.63,-0.46203546
564,Prorocentrum,donghaiense,Prorocentrum donghaiense,dinoflagellates,25,0.631,-0.460449416
11,Pseudo-nitzschia,turgiduloides,Pseudo-nitzschia turgiduloides,diatoms,8,0.26,-1.347073648
11,Pseudo-nitzschia,turgiduloides,Pseudo-nitzschia turgiduloides,diatoms,1,0.298,-1.210661792
11,Pseudo-nitzschia,turgiduloides,Pseudo-nitzschia turgiduloides,diatoms,5,0.304984759,-1.187493474
11,Pseudo-nitzschia,turgiduloides,Pseudo-nitzschia turgiduloides,diatoms,7,0.304984759,-1.187493474
11,Pseudo-nitzschia,turgiduloides,Pseudo-nitzschia turgiduloides,diatoms,3,0.311916231,-1.165020618
11,Pseudo-nitzschia,turgiduloides,Pseudo-nitzschia turgiduloides,diatoms,7,0.322,-1.133203733
11,Pseudo-nitzschia,turgiduloides,Pseudo-nitzschia turgiduloides,diatoms,1,0.323,-1.130102956
11,Pseudo-nitzschia,turgiduloides,Pseudo-nitzschia turgiduloides,diatoms,8,0.33,-1.108662625
11,Pseudo-nitzschia,turgiduloides,Pseudo-nitzschia turgiduloides,diatoms,8,0.355,-1.03563749
11,Pseudo-nitzschia,turgiduloides,Pseudo-nitzschia turgiduloides,diatoms,8,0.39,-0.94160854
11,Pseudo-nitzschia,turgiduloides,Pseudo-nitzschia turgiduloides,diatoms,3,0.413,-0.884307686
11,Pseudo-nitzschia,turgiduloides,Pseudo-nitzschia turgiduloides,diatoms,1,0.428,-0.848632083
11,Pseudo-nitzschia,turgiduloides,Pseudo-nitzschia turgiduloides,diatoms,7,0.444,-0.811930717
11,Pseudo-nitzschia,turgiduloides,Pseudo-nitzschia turgiduloides,diatoms,5,0.46,-0.776528789
11,Pseudo-nitzschia,turgiduloides,Pseudo-nitzschia turgiduloides,diatoms,1,0.481,-0.731888009
11,Pseudo-nitzschia,turgiduloides,Pseudo-nitzschia turgiduloides,diatoms,7,0.494,-0.705219762
11,Pseudo-nitzschia,turgiduloides,Pseudo-nitzschia turgiduloides,diatoms,5,0.59,-0.527632742
11,Pseudo-nitzschia,turgiduloides,Pseudo-nitzschia turgiduloides,diatoms,3,0.613,-0.489390343
11,Pseudo-nitzschia,turgiduloides,Pseudo-nitzschia turgiduloides,diatoms,5,0.67,-0.400477567
11,Pseudo-nitzschia,turgiduloides,Pseudo-nitzschia turgiduloides,diatoms,3,0.71,-0.342490309
11,Pseudo-nitzschia,turgiduloides,Pseudo-nitzschia turgiduloides,diatoms,3,0.728,-0.317454231
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,10,0.315,-1.15518264
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,10,0.32,-1.139434283
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,10,0.357,-1.030019497
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,15,0.481,-0.731888009
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,10,0.524,-0.646263595
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,20,0.559,-0.581605806
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,10,0.585,-0.536143432
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,10,0.774,-0.256183405
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,15,0.822,-0.196014884
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,10,0.833,-0.182721637
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,10,0.85,-0.162518929
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,15,0.851,-0.16134315
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,20,0.854,-0.157824085
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,10,0.956,-0.044997366
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,25,1.015,0.014888612
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,15,1.117,0.11064652
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,30,1.123,0.116003676
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,15,1.185,0.169742775
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,25,1.197,0.179818427
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,20,1.315,0.273836666
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,15,1.329,0.28442678
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,15,1.333,0.287432041
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,25,1.386,0.326421901
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,15,1.413,0.345715104
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,15,1.44,0.364643114
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,15,1.5,0.405465108
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,20,1.513,0.414094435
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,30,1.583,0.459321781
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,20,1.756,0.563038495
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,20,1.81,0.593326845
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,30,1.81,0.593326845
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,20,1.899,0.641327432
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,20,1.94,0.662687973
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,30,1.972,0.679048256
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,25,2.018,0.702106922
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,25,2.042,0.71392972
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,20,2.043,0.714419316
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,20,2.083,0.733809162
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,25,2.083,0.733809162
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,30,2.108,0.745739631
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,25,2.143,0.762206716
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,25,2.152,0.766397642
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,25,2.47,0.904218151
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,30,2.667,0.980954245
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,30,2.708,0.996210355
126,Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,25,2.768,1.018125038
240,Pseudo-nitzschia,granii,Pseudo-nitzschia granii,diatoms,20,0.219,-1.518683549
240,Pseudo-nitzschia,granii,Pseudo-nitzschia granii,diatoms,8,0.358,-1.027222293
240,Pseudo-nitzschia,granii,Pseudo-nitzschia granii,diatoms,17,0.412,-0.88673193
240,Pseudo-nitzschia,granii,Pseudo-nitzschia granii,diatoms,8,0.5,-0.693147181
240,Pseudo-nitzschia,granii,Pseudo-nitzschia granii,diatoms,20,0.507,-0.679244275
240,Pseudo-nitzschia,granii,Pseudo-nitzschia granii,diatoms,10,0.551,-0.59602047
240,Pseudo-nitzschia,granii,Pseudo-nitzschia granii,diatoms,8,0.577,-0.549913012
240,Pseudo-nitzschia,granii,Pseudo-nitzschia granii,diatoms,20,0.577,-0.549913012
240,Pseudo-nitzschia,granii,Pseudo-nitzschia granii,diatoms,14,0.591,-0.525939262
240,Pseudo-nitzschia,granii,Pseudo-nitzschia granii,diatoms,8,0.642,-0.443166975
240,Pseudo-nitzschia,granii,Pseudo-nitzschia granii,diatoms,10,0.72,-0.328504067
240,Pseudo-nitzschia,granii,Pseudo-nitzschia granii,diatoms,17,0.73,-0.314710745
240,Pseudo-nitzschia,granii,Pseudo-nitzschia granii,diatoms,10,0.741,-0.299754654
240,Pseudo-nitzschia,granii,Pseudo-nitzschia granii,diatoms,14,0.755,-0.28103753
240,Pseudo-nitzschia,granii,Pseudo-nitzschia granii,diatoms,17,0.792,-0.233193887
240,Pseudo-nitzschia,granii,Pseudo-nitzschia granii,diatoms,14,0.843,-0.170788321
240,Pseudo-nitzschia,granii,Pseudo-nitzschia granii,diatoms,10,0.883,-0.124430078
240,Pseudo-nitzschia,granii,Pseudo-nitzschia granii,diatoms,17,0.894,-0.112049504
240,Pseudo-nitzschia,granii,Pseudo-nitzschia granii,diatoms,14,0.949,-0.05234648
242,Pseudo-nitzschia,multiseries,Pseudo-nitzschia multiseries,diatoms,5,0.173286795,-1.752807283
242,Pseudo-nitzschia,multiseries,Pseudo-nitzschia multiseries,diatoms,10,0.221807098,-1.505947203
242,Pseudo-nitzschia,multiseries,Pseudo-nitzschia multiseries,diatoms,15,0.301519024,-1.198922167
242,Pseudo-nitzschia,multiseries,Pseudo-nitzschia multiseries,diatoms,25,0.415888308,-0.877338545
242,Pseudo-nitzschia,multiseries,Pseudo-nitzschia multiseries,diatoms,20,0.450545667,-0.797295837
671,Pseudonitzschia,,PN.004,diatoms,0.017,0.372,-0.988861425
671,Pseudonitzschia,,PN.004,diatoms,1.528,0.424,-0.858021824
671,Pseudonitzschia,,PN.004,diatoms,3.024,0.543,-0.610645959
671,Pseudonitzschia,,PN.004,diatoms,4.501,0.682,-0.382725621
671,Pseudonitzschia,,PN.004,diatoms,6.027,0.831,-0.185125484
671,Pseudonitzschia,,PN.004,diatoms,7.543,0.923,-0.080126044
671,Pseudonitzschia,,PN.004,diatoms,9.034,0.843,-0.170788321
671,Pseudonitzschia,,PN.004,diatoms,10.576,0.428,-0.848632083
671,Pseudonitzschia,,PN.004,diatoms,12.049,0.212,-1.551169004
671,Pseudonitzschia,,PN.004,diatoms,13.532,0.001,-6.907755279
58,Pyrodinium,bahamense,NA,dinoflagellates,23,0.194081211,-1.639478594
58,Pyrodinium,bahamense,NA,dinoflagellates,30.5,0.25577131,-1.363471554
58,Pyrodinium,bahamense,NA,dinoflagellates,25.5,0.221113951,-1.509077095
58,Pyrodinium,bahamense,NA,dinoflagellates,26.5,0.223886539,-1.496615878
58,Pyrodinium,bahamense,NA,dinoflagellates,32,0.241908366,-1.419196277
58,Pyrodinium,bahamense,NA,dinoflagellates,22,0.172593648,-1.756815303
58,Pyrodinium,bahamense,NA,dinoflagellates,24.5,0.199626388,-1.611307719
58,Pyrodinium,bahamense,NA,dinoflagellates,31.5,0.25577131,-1.363471554
58,Pyrodinium,bahamense,NA,dinoflagellates,28.5,0.266861665,-1.321024863
58,Pyrodinium,bahamense,NA,dinoflagellates,27.5,0.241908366,-1.419196277
58,Pyrodinium,bahamense,NA,dinoflagellates,34,0.167741618,-1.785330472
58,Pyrodinium,bahamense,NA,dinoflagellates,33,0.207944154,-1.570485726
58,Pyrodinium,bahamense,NA,dinoflagellates,29.5,0.266168517,-1.323625648
54,Rhizosolenia,setigera,Rhizosolenia setigera,diatoms,12.5,0.249532985,-1.388164168
54,Rhizosolenia,setigera,Rhizosolenia setigera,diatoms,14.5,0.582243632,-0.540866307
54,Rhizosolenia,setigera,Rhizosolenia setigera,diatoms,31,0.693147181,-0.36651292
54,Rhizosolenia,setigera,Rhizosolenia setigera,diatoms,17,0.92188575,-0.081333979
54,Rhizosolenia,setigera,Rhizosolenia setigera,diatoms,24,1.053583714,0.052197414
54,Rhizosolenia,setigera,Rhizosolenia setigera,diatoms,21,1.129829904,0.122067094
54,Rhizosolenia,setigera,Rhizosolenia setigera,diatoms,27,1.351637002,0.301316452
221,Rhizosolenia,setigera,Rhizosolenia setigera,diatoms,17,0.207944154,-1.570485726
221,Rhizosolenia,setigera,Rhizosolenia setigera,diatoms,4.5,0.291121816,-1.234013488
221,Rhizosolenia,setigera,Rhizosolenia setigera,diatoms,11.5,0.443614196,-0.812800022
221,Rhizosolenia,setigera,Rhizosolenia setigera,diatoms,7,0.478271555,-0.737576601
221,Rhizosolenia,setigera,Rhizosolenia setigera,diatoms,14.2,0.533723329,-0.627877685
221,Rhizosolenia,setigera,Rhizosolenia setigera,diatoms,9,0.554517744,-0.589656473
372,Scripsiella,trochoidea,Scripsiella trochoidea,dinoflagellates,23.5,0.08,-2.525728644
372,Scripsiella,trochoidea,Scripsiella trochoidea,dinoflagellates,2,0.232,-1.461017907
372,Scripsiella,trochoidea,Scripsiella trochoidea,dinoflagellates,4,0.272,-1.301953213
372,Scripsiella,trochoidea,Scripsiella trochoidea,dinoflagellates,22.5,0.299,-1.207311706
372,Scripsiella,trochoidea,Scripsiella trochoidea,dinoflagellates,6,0.317,-1.148853505
372,Scripsiella,trochoidea,Scripsiella trochoidea,dinoflagellates,7.5,0.327,-1.117795108
372,Scripsiella,trochoidea,Scripsiella trochoidea,dinoflagellates,21,0.348,-1.055552799
372,Scripsiella,trochoidea,Scripsiella trochoidea,dinoflagellates,9.5,0.373,-0.986176859
372,Scripsiella,trochoidea,Scripsiella trochoidea,dinoflagellates,19.5,0.415,-0.879476759
372,Scripsiella,trochoidea,Scripsiella trochoidea,dinoflagellates,14,0.418,-0.872273846
372,Scripsiella,trochoidea,Scripsiella trochoidea,dinoflagellates,12.5,0.454,-0.789658081
372,Scripsiella,trochoidea,Scripsiella trochoidea,dinoflagellates,11,0.463,-0.770028225
372,Scripsiella,trochoidea,Scripsiella trochoidea,dinoflagellates,15.5,0.463,-0.770028225
372,Scripsiella,trochoidea,Scripsiella trochoidea,dinoflagellates,18,0.466,-0.763569645
372,Scripsiella,trochoidea,Scripsiella trochoidea,dinoflagellates,16.5,0.474,-0.746547957
49,Skeletonema,tropicum,Skeletonema tropicum,diatoms,13,0.083177662,-2.486776453
49,Skeletonema,tropicum,Skeletonema tropicum,diatoms,19,1.109035489,0.103490709
49,Skeletonema,tropicum,Skeletonema tropicum,diatoms,16,1.178350207,0.164115331
49,Skeletonema,tropicum,Skeletonema tropicum,diatoms,33.5,1.375897153,0.319105993
49,Skeletonema,tropicum,Skeletonema tropicum,diatoms,23,1.524923797,0.42194444
